crash_id,road_user,age_group
20155122,Motorcycle rider,65_to_74
20155120,Pedestrian,40_to_64
20155072,Driver,40_to_64
20155043,Pedestrian,0_to_16
20155096,Pedestrian,0_to_16
20155135,Passenger,0_to_16
20155027,Driver,17_to_25
20155094,Driver,17_to_25
20155108,Driver,17_to_25
20155108,Passenger,26_to_39
20155108,Passenger,26_to_39
20155028,Passenger,17_to_25
20155056,Driver,26_to_39
20155074,Driver,26_to_39
20155012,Passenger,0_to_16
20155012,Passenger,17_to_25
20155012,Passenger,17_to_25
20155012,Driver,17_to_25
20155020,Driver,40_to_64
20155051,Driver,40_to_64
20155119,Pedal cyclist,75_or_older
20155061,Motorcycle rider,17_to_25
20155059,Driver,17_to_25
20155041,Driver,17_to_25
20155032,Pedestrian,0_to_16
20155101,Driver,40_to_64
20155062,Driver,75_or_older
20155019,Driver,26_to_39
20155040,Motorcycle rider,40_to_64
20155113,Motorcycle pillion passenger,17_to_25
20155093,Driver,26_to_39
20155001,Pedestrian,40_to_64
20155092,Driver,17_to_25
20155068,Driver,26_to_39
20155133,Driver,75_or_older
20155090,Driver,26_to_39
20155031,Passenger,26_to_39
20155002,Motorcycle rider,40_to_64
20155031,Passenger,40_to_64
20155064,Driver,40_to_64
20155005,Pedestrian,0_to_16
20155067,Driver,65_to_74
20155127,Passenger,17_to_25
20155107,Driver,26_to_39
20155016,Passenger,17_to_25
20155052,Passenger,17_to_25
20155091,Passenger,26_to_39
20155083,Driver,75_or_older
20155131,Driver,26_to_39
20155132,Passenger,26_to_39
20155033,Pedestrian,65_to_74
20155078,Driver,65_to_74
20155050,Motorcycle rider,17_to_25
20155136,Pedestrian,17_to_25
20155085,Passenger,17_to_25
20155085,Passenger,17_to_25
20155010,Passenger,40_to_64
20155010,Driver,40_to_64
20155069,Motorcycle rider,40_to_64
20155110,Driver,75_or_older
20155110,Passenger,75_or_older
20155138,Driver,75_or_older
20155128,Driver,40_to_64
20155013,Driver,40_to_64
20155070,Passenger,26_to_39
20155065,Passenger,17_to_25
20155057,Passenger,0_to_16
20155054,Driver,17_to_25
20155036,Driver,40_to_64
20155036,Passenger,40_to_64
20155025,Driver,40_to_64
20155088,Driver,26_to_39
20155039,Motorcycle rider,17_to_25
20155007,Motorcycle rider,17_to_25
20155017,Driver,17_to_25
20155109,Passenger,26_to_39
20155077,Driver,40_to_64
20155124,Driver,40_to_64
20155017,Passenger,40_to_64
20155134,Motorcycle rider,26_to_39
20155125,Passenger,40_to_64
20155047,Driver,40_to_64
20155118,Driver,26_to_39
20155073,Pedal cyclist,65_to_74
20155126,Pedestrian,0_to_16
20155125,Passenger,0_to_16
20155038,Passenger,0_to_16
20155104,Pedal cyclist,17_to_25
20155048,Passenger,17_to_25
20155048,Passenger,17_to_25
20155123,Driver,75_or_older
20155060,Motorcycle pillion passenger,26_to_39
20155105,Driver,26_to_39
20155141,Passenger,26_to_39
20155014,Driver,40_to_64
20155075,Driver,75_or_older
20155084,Other,75_or_older
20155087,Driver,40_to_64
20155022,Pedestrian,65_to_74
20155095,Passenger,0_to_16
20155115,Driver,40_to_64
20155098,Motorcycle rider,26_to_39
20155100,Motorcycle rider,40_to_64
20155079,Driver,75_or_older
20155066,Driver,26_to_39
20155049,Driver,40_to_64
20155023,Motorcycle rider,40_to_64
20155055,Passenger,0_to_16
20155082,Driver,26_to_39
20155089,Driver,65_to_74
20145024,Motorcycle rider,17_to_25
20145041,Driver,26_to_39
20145099,Driver,40_to_64
20145117,Passenger,0_to_16
20145158,Driver,40_to_64
20145002,Driver,40_to_64
20145141,Passenger,40_to_64
20145048,Driver,26_to_39
20145091,Driver,17_to_25
20145101,Driver,40_to_64
20145088,Motorcycle rider,40_to_64
20145010,Motorcycle rider,40_to_64
20145066,Driver,40_to_64
20145131,Pedestrian,17_to_25
20145107,Driver,40_to_64
20145138,Driver,40_to_64
20145082,Driver,75_or_older
20145001,Passenger,17_to_25
20145016,Driver,75_or_older
20145029,Passenger,0_to_16
20145096,Passenger,17_to_25
20145100,Driver,17_to_25
20145023,Motorcycle rider,40_to_64
20145017,Motorcycle rider,40_to_64
20145049,Motorcycle rider,40_to_64
20145111,Motorcycle rider,17_to_25
20145027,Motorcycle rider,17_to_25
20145166,Driver,26_to_39
20145089,Driver,26_to_39
20145037,Motorcycle rider,26_to_39
20145068,Motorcycle rider,40_to_64
20145026,Pedal cyclist,65_to_74
20145057,Motorcycle rider,0_to_16
20145139,Passenger,0_to_16
20145054,Driver,17_to_25
20145139,Passenger,0_to_16
20145139,Passenger,0_to_16
20145157,Driver,26_to_39
20145116,Motorcycle rider,17_to_25
20145060,Driver,0_to_16
20145151,Pedal cyclist,26_to_39
20145021,Driver,75_or_older
20145032,Passenger,75_or_older
20145124,Driver,17_to_25
20145129,Passenger,26_to_39
20145040,Motorcycle rider,26_to_39
20145094,Driver,40_to_64
20145019,Passenger,40_to_64
20145167,Motorcycle rider,40_to_64
20145123,Driver,26_to_39
20145126,Pedestrian,26_to_39
20145036,Pedestrian,75_or_older
20145063,Passenger,17_to_25
20145139,Driver,26_to_39
20145042,Motorcycle rider,26_to_39
20145154,Driver,26_to_39
20145065,Motorcycle rider,17_to_25
20145065,Motorcycle pillion passenger,17_to_25
20145015,Motorcycle pillion passenger,26_to_39
20145120,Driver,75_or_older
20145172,Passenger,40_to_64
20145006,Motorcycle rider,40_to_64
20145113,Motorcycle rider,40_to_64
20145109,Driver,65_to_74
20145171,Driver,26_to_39
20145039,Passenger,26_to_39
20145137,Driver,40_to_64
20145097,Passenger,40_to_64
20145047,Passenger,40_to_64
20145130,Pedestrian,17_to_25
20145059,Motorcycle rider,65_to_74
20145022,Passenger,17_to_25
20145140,Driver,40_to_64
20145098,Driver,40_to_64
20145105,Passenger,0_to_16
20145150,Driver,65_to_74
20145074,Driver,75_or_older
20145069,Driver,Other
20145077,Pedal cyclist,17_to_25
20145112,Driver,26_to_39
20145102,Motorcycle rider,40_to_64
20145045,Driver,40_to_64
20145067,Driver,65_to_74
20145095,Pedestrian,75_or_older
20145106,Driver,17_to_25
20145018,Driver,17_to_25
20145011,Driver,26_to_39
20145170,Driver,26_to_39
20145128,Passenger,40_to_64
20145103,Passenger,75_or_older
20145147,Motorcycle rider,17_to_25
20145132,Motorcycle rider,17_to_25
20145085,Driver,17_to_25
20145085,Passenger,17_to_25
20145163,Driver,65_to_74
20145078,Driver,17_to_25
20145119,Driver,75_or_older
20145081,Motorcycle rider,26_to_39
20145143,Driver,40_to_64
20145087,Driver,65_to_74
20145161,Pedestrian,75_or_older
20145080,Driver,40_to_64
20145090,Driver,40_to_64
20145031,Driver,26_to_39
20145086,Motorcycle rider,40_to_64
20145076,Driver,75_or_older
20145014,Driver,75_or_older
20145033,Driver,17_to_25
20145061,Passenger,26_to_39
20145159,Driver,26_to_39
20145028,Motorcycle rider,40_to_64
20145156,Motorcycle rider,40_to_64
20145164,Driver,65_to_74
20145003,Pedestrian,65_to_74
20145056,Pedestrian,26_to_39
20145038,Pedestrian,40_to_64
20145052,Pedestrian,0_to_16
20145127,Driver,17_to_25
20145134,Driver,17_to_25
20145044,Pedal cyclist,26_to_39
20145071,Driver,40_to_64
20145136,Motorcycle rider,40_to_64
20145165,Motorcycle rider,40_to_64
20145051,Motorcycle rider,65_to_74
20145121,Pedal cyclist,40_to_64
20145007,Passenger,65_to_74
20145062,Pedestrian,17_to_25
20145004,Passenger,17_to_25
20145008,Passenger,26_to_39
20145004,Passenger,26_to_39
20145043,Driver,40_to_64
20145115,Driver,17_to_25
20145034,Motorcycle rider,75_or_older
20145160,Passenger,17_to_25
20145169,Motorcycle rider,26_to_39
20145084,Pedal cyclist,26_to_39
20145050,Driver,65_to_74
20145025,Pedestrian,40_to_64
20145133,Driver,26_to_39
20145133,Passenger,26_to_39
20145135,Driver,40_to_64
20145093,Driver,17_to_25
20145146,Driver,75_or_older
20145114,Motorcycle rider,40_to_64
20145009,Passenger,17_to_25
20145152,Motorcycle rider,17_to_25
20145013,Passenger,26_to_39
20145149,Pedal cyclist,26_to_39
20145092,Passenger,17_to_25
20145030,Driver,26_to_39
20145110,Passenger,40_to_64
20145162,Motorcycle rider,40_to_64
20145005,Driver,40_to_64
20145142,Motorcycle rider,40_to_64
20145153,Driver,65_to_74
20145073,Pedal cyclist,65_to_74
20145145,Pedestrian,26_to_39
20145125,Pedestrian,40_to_64
20145046,Pedestrian,75_or_older
20145012,Driver,17_to_25
20145079,Motorcycle rider,26_to_39
20145064,Passenger,17_to_25
20145122,Pedal cyclist,40_to_64
20145168,Driver,40_to_64
20145168,Driver,40_to_64
20145035,Driver,40_to_64
20145173,Driver,75_or_older
20145070,Passenger,0_to_16
20145070,Passenger,17_to_25
20145083,Passenger,17_to_25
20145155,Driver,17_to_25
20145144,Passenger,17_to_25
20145083,Driver,40_to_64
20145058,Driver,40_to_64
20145075,Driver,40_to_64
20145104,Motorcycle rider,65_to_74
20145148,Driver,17_to_25
20145118,Motorcycle rider,26_to_39
20145053,Pedestrian,0_to_16
20145020,Motorcycle rider,40_to_64
20145055,Motorcycle rider,26_to_39
20145108,Motorcycle rider,40_to_64
20145072,Driver,75_or_older
20135075,Pedal cyclist,0_to_16
20135130,Motorcycle rider,40_to_64
20135038,Motorcycle rider,40_to_64
20135024,Passenger,0_to_16
20135043,Motorcycle pillion passenger,17_to_25
20135084,Passenger,17_to_25
20135091,Passenger,26_to_39
20135004,Motorcycle rider,40_to_64
20135012,Pedal cyclist,65_to_74
20135056,Pedestrian,75_or_older
20135007,Pedestrian,40_to_64
20135065,Pedestrian,75_or_older
20135076,Passenger,17_to_25
20135111,Pedestrian,75_or_older
20135032,Passenger,65_to_74
20135029,Driver,26_to_39
20135034,Driver,40_to_64
20135140,Passenger,26_to_39
20135018,Driver,26_to_39
20135066,Motorcycle rider,17_to_25
20135067,Driver,26_to_39
20135116,Driver,65_to_74
20135064,Pedestrian,40_to_64
20135078,Pedestrian,40_to_64
20135093,Pedestrian,75_or_older
20135132,Driver,65_to_74
20135033,Pedestrian,40_to_64
20135055,Pedestrian,17_to_25
20135047,Passenger,0_to_16
20135074,Driver,26_to_39
20135010,Pedal cyclist,40_to_64
20135039,Pedal cyclist,17_to_25
20135118,Driver,75_or_older
20135062,Driver,26_to_39
20135071,Passenger,17_to_25
20135068,Motorcycle rider,40_to_64
20135082,Driver,65_to_74
20135117,Pedestrian,40_to_64
20135021,Pedestrian,40_to_64
20135021,Pedestrian,40_to_64
20135119,Driver,26_to_39
20135077,Driver,26_to_39
20135085,Driver,40_to_64
20135050,Driver,40_to_64
20135134,Motorcycle rider,65_to_74
20135063,Passenger,17_to_25
20135063,Driver,17_to_25
20135057,Driver,26_to_39
20135123,Motorcycle rider,26_to_39
20135145,Driver,40_to_64
20135101,Pedestrian,40_to_64
20135103,Pedestrian,17_to_25
20135113,Pedestrian,40_to_64
20135136,Driver,40_to_64
20135121,Passenger,26_to_39
20135146,Driver,65_to_74
20135005,Driver,26_to_39
20135129,Motorcycle rider,26_to_39
20135079,Driver,26_to_39
20135097,Motorcycle rider,26_to_39
20135079,Driver,40_to_64
20135015,Driver,40_to_64
20135006,Pedestrian,0_to_16
20135053,Driver,65_to_74
20135052,Driver,17_to_25
20135011,Motorcycle rider,40_to_64
20135147,Driver,26_to_39
20135135,Driver,26_to_39
20135096,Driver,75_or_older
20135059,Passenger,0_to_16
20135059,Passenger,0_to_16
20135143,Driver,17_to_25
20135028,Driver,40_to_64
20135059,Driver,26_to_39
20135072,Motorcycle rider,40_to_64
20135095,Pedestrian,26_to_39
20135126,Passenger,17_to_25
20135100,Passenger,17_to_25
20135094,Passenger,26_to_39
20135051,Driver,40_to_64
20135148,Driver,65_to_74
20135088,Driver,75_or_older
20135036,Driver,26_to_39
20135127,Motorcycle rider,40_to_64
20135036,Driver,65_to_74
20135137,Pedestrian,26_to_39
20135016,Pedestrian,75_or_older
20135048,Driver,17_to_25
20135090,Pedal cyclist,0_to_16
20135138,Driver,17_to_25
20135035,Passenger,17_to_25
20135035,Driver,26_to_39
20135149,Other,26_to_39
20135009,Passenger,26_to_39
20135122,Motorcycle rider,26_to_39
20135023,Driver,40_to_64
20135013,Driver,75_or_older
20135025,Driver,75_or_older
20135025,Passenger,75_or_older
20135128,Pedal cyclist,40_to_64
20135031,Other,65_to_74
20135020,Driver,26_to_39
20135102,Driver,40_to_64
20135058,Pedestrian,40_to_64
20135105,Driver,40_to_64
20135022,Motorcycle rider,40_to_64
20135139,Motorcycle rider,40_to_64
20135044,Other,40_to_64
20135107,Pedestrian,40_to_64
20135037,Pedestrian,65_to_74
20135120,Pedestrian,26_to_39
20135009,Driver,40_to_64
20135026,Motorcycle rider,65_to_74
20135035,Passenger,40_to_64
20135001,Driver,17_to_25
20135124,Driver,40_to_64
20135092,Motorcycle rider,65_to_74
20135042,Driver,26_to_39
20135014,Motorcycle rider,26_to_39
20135104,Driver,65_to_74
20135030,Pedestrian,65_to_74
20135041,Driver,17_to_25
20135073,Motorcycle rider,40_to_64
20135008,Driver,17_to_25
20135060,Passenger,40_to_64
20135046,Motorcycle rider,26_to_39
20135114,Driver,26_to_39
20135110,Pedestrian,17_to_25
20135089,Passenger,65_to_74
20135144,Driver,17_to_25
20135133,Driver,26_to_39
20135069,Motorcycle pillion passenger,26_to_39
20135054,Passenger,26_to_39
20135054,Passenger,26_to_39
20135141,Driver,40_to_64
20135061,Pedestrian,17_to_25
20135112,Motorcycle rider,26_to_39
20135045,Driver,26_to_39
20135109,Driver,17_to_25
20135054,Driver,40_to_64
20135003,Pedestrian,65_to_74
20135040,Driver,0_to_16
20135098,Driver,17_to_25
20135106,Driver,26_to_39
20135081,Driver,26_to_39
20135115,Other,0_to_16
20135087,Driver,26_to_39
20135125,Passenger,26_to_39
20135017,Driver,40_to_64
20135086,Driver,65_to_74
20135108,Driver,75_or_older
20135083,Motorcycle rider,17_to_25
20135099,Driver,17_to_25
20135027,Passenger,17_to_25
20135027,Passenger,17_to_25
20135080,Driver,40_to_64
20135002,Pedestrian,0_to_16
20135019,Pedestrian,0_to_16
20135142,Pedestrian,0_to_16
20135131,Passenger,0_to_16
20135070,Pedestrian,17_to_25
20135049,Motorcycle rider,40_to_64
20125167,Driver,26_to_39
20125090,Driver,17_to_25
20125051,Driver,17_to_25
20125025,Driver,75_or_older
20125061,Driver,17_to_25
20125142,Driver,17_to_25
20125109,Driver,17_to_25
20125020,Driver,26_to_39
20125115,Driver,40_to_64
20125085,Driver,40_to_64
20125028,Driver,40_to_64
20125059,Pedestrian,17_to_25
20125015,Pedestrian,40_to_64
20125071,Motorcycle pillion passenger,26_to_39
20125071,Motorcycle rider,40_to_64
20125068,Driver,65_to_74
20125048,Passenger,17_to_25
20125130,Passenger,17_to_25
20125063,Driver,26_to_39
20125012,Passenger,40_to_64
20125105,Driver,75_or_older
20125133,Passenger,17_to_25
20125079,Driver,75_or_older
20125007,Motorcycle rider,17_to_25
20125149,Passenger,17_to_25
20125119,Passenger,26_to_39
20125119,Driver,26_to_39
20125153,Motorcycle rider,40_to_64
20125138,Driver,17_to_25
20125001,Pedestrian,40_to_64
20125049,Pedestrian,40_to_64
20125170,Pedestrian,26_to_39
20125002,Pedestrian,40_to_64
20125152,Driver,26_to_39
20125133,Passenger,0_to_16
20125062,Driver,17_to_25
20125062,Passenger,17_to_25
20125062,Driver,26_to_39
20125043,Driver,40_to_64
20125022,Passenger,40_to_64
20125037,Driver,17_to_25
20125165,Motorcycle rider,26_to_39
20125054,Passenger,26_to_39
20125082,Driver,26_to_39
20125104,Driver,26_to_39
20125084,Driver,75_or_older
20125120,Driver,26_to_39
20125120,Passenger,26_to_39
20125166,Driver,26_to_39
20125009,Driver,40_to_64
20125082,Driver,26_to_39
20125039,Motorcycle rider,26_to_39
20125120,Passenger,26_to_39
20125132,Driver,40_to_64
20125163,Driver,26_to_39
20125114,Driver,40_to_64
20125095,Driver,40_to_64
20125092,Passenger,0_to_16
20125158,Driver,17_to_25
20125154,Motorcycle rider,26_to_39
20125101,Motorcycle rider,65_to_74
20125024,Motorcycle pillion passenger,17_to_25
20125100,Driver,17_to_25
20125137,Driver,40_to_64
20125046,Driver,40_to_64
20125087,Pedestrian,40_to_64
20125038,Pedestrian,40_to_64
20125042,Driver,40_to_64
20125128,Passenger,0_to_16
20125018,Driver,26_to_39
20125018,Passenger,40_to_64
20125026,Driver,17_to_25
20125073,Motorcycle rider,17_to_25
20125014,Passenger,26_to_39
20125070,Driver,40_to_64
20125126,Driver,40_to_64
20125083,Pedestrian,75_or_older
20125129,Pedestrian,26_to_39
20125064,Driver,65_to_74
20125086,Driver,17_to_25
20125099,Driver,26_to_39
20125117,Driver,26_to_39
20125155,Driver,40_to_64
20125069,Motorcycle rider,40_to_64
20125143,Passenger,0_to_16
20125052,Driver,26_to_39
20125131,Driver,40_to_64
20125143,Driver,40_to_64
20125124,Driver,17_to_25
20125171,Driver,17_to_25
20125011,Driver,17_to_25
20125123,Motorcycle rider,40_to_64
20125017,Pedestrian,75_or_older
20125139,Pedestrian,65_to_74
20125023,Driver,26_to_39
20125161,Driver,17_to_25
20125141,Driver,26_to_39
20125006,Driver,40_to_64
20125006,Passenger,40_to_64
20125107,Passenger,26_to_39
20125053,Motorcycle rider,40_to_64
20125148,Passenger,75_or_older
20125041,Driver,40_to_64
20125093,Motorcycle rider,26_to_39
20125164,Motorcycle rider,26_to_39
20125112,Motorcycle rider,40_to_64
20125044,Driver,40_to_64
20125144,Passenger,65_to_74
20125144,Driver,65_to_74
20125045,Pedestrian,65_to_74
20125060,Pedestrian,75_or_older
20125147,Driver,40_to_64
20125034,Passenger,26_to_39
20125067,Passenger,75_or_older
20125098,Pedal cyclist,75_or_older
20125019,Driver,75_or_older
20125102,Passenger,0_to_16
20125081,Driver,0_to_16
20125031,Motorcycle rider,17_to_25
20125029,Driver,17_to_25
20125089,Driver,26_to_39
20125004,Driver,26_to_39
20125103,Motorcycle rider,26_to_39
20125118,Driver,40_to_64
20125135,Pedestrian,40_to_64
20125113,Pedestrian,40_to_64
20125140,Pedestrian,17_to_25
20125075,Motorcycle rider,26_to_39
20125094,Driver,26_to_39
20125088,Driver,17_to_25
20125040,Passenger,40_to_64
20125027,Driver,40_to_64
20125110,Driver,17_to_25
20125162,Driver,26_to_39
20125077,Passenger,26_to_39
20125047,Passenger,17_to_25
20125156,Motorcycle rider,17_to_25
20125169,Passenger,26_to_39
20125076,Driver,40_to_64
20125013,Pedestrian,40_to_64
20125008,Driver,17_to_25
20125016,Motorcycle pillion passenger,17_to_25
20125108,Driver,26_to_39
20125159,Driver,26_to_39
20125050,Driver,26_to_39
20125005,Motorcycle pillion passenger,26_to_39
20125157,Passenger,40_to_64
20125030,Pedal cyclist,26_to_39
20125150,Driver,26_to_39
20125057,Motorcycle rider,26_to_39
20125106,Motorcycle rider,17_to_25
20125058,Driver,26_to_39
20125055,Motorcycle rider,26_to_39
20125168,Motorcycle rider,40_to_64
20125091,Driver,40_to_64
20125072,Pedestrian,40_to_64
20125096,Passenger,0_to_16
20125151,Driver,17_to_25
20125036,Driver,40_to_64
20125080,Motorcycle rider,40_to_64
20125032,Pedal cyclist,65_to_74
20125127,Driver,26_to_39
20125134,Passenger,26_to_39
20125010,Passenger,40_to_64
20125056,Driver,40_to_64
20125065,Motorcycle rider,17_to_25
20125097,Motorcycle rider,26_to_39
20125122,Motorcycle rider,40_to_64
20125074,Pedestrian,26_to_39
20125116,Motorcycle rider,26_to_39
20125121,Motorcycle rider,40_to_64
20125145,Pedestrian,40_to_64
20125146,Pedestrian,0_to_16
20125003,Motorcycle rider,26_to_39
20125021,Passenger,26_to_39
20125035,Passenger,17_to_25
20125160,Driver,40_to_64
20125125,Motorcycle rider,0_to_16
20125078,Driver,65_to_74
20125136,Pedestrian,75_or_older
20125111,Passenger,40_to_64
20125033,Driver,26_to_39
20125066,Pedestrian,65_to_74
20115108,Driver,17_to_25
20115108,Passenger,17_to_25
20115130,Driver,17_to_25
20115025,Driver,26_to_39
20115048,Passenger,17_to_25
20115158,Driver,75_or_older
20115132,Driver,17_to_25
20115132,Passenger,26_to_39
20115027,Driver,75_or_older
20115027,Passenger,75_or_older
20115117,Pedestrian,17_to_25
20115032,Pedestrian,26_to_39
20115060,Driver,26_to_39
20115118,Driver,17_to_25
20115153,Driver,65_to_74
20115121,Passenger,26_to_39
20115077,Motorcycle rider,40_to_64
20115052,Driver,40_to_64
20115097,Motorcycle rider,40_to_64
20115001,Driver,26_to_39
20115142,Motorcycle rider,17_to_25
20115134,Motorcycle rider,40_to_64
20115104,Motorcycle rider,40_to_64
20115068,Driver,75_or_older
20115046,Driver,26_to_39
20115023,Driver,40_to_64
20115133,Driver,40_to_64
20115162,Motorcycle rider,40_to_64
20115131,Passenger,65_to_74
20115160,Pedestrian,17_to_25
20115091,Pedestrian,75_or_older
20115051,Driver,65_to_74
20115090,Driver,75_or_older
20115070,Passenger,17_to_25
20115092,Motorcycle rider,17_to_25
20115092,Motorcycle rider,17_to_25
20115038,Driver,26_to_39
20115137,Motorcycle rider,26_to_39
20115062,Driver,26_to_39
20115019,Driver,40_to_64
20115150,Passenger,0_to_16
20115005,Driver,17_to_25
20115041,Driver,26_to_39
20115049,Motorcycle rider,75_or_older
20115021,Driver,17_to_25
20115112,Motorcycle rider,40_to_64
20115151,Driver,40_to_64
20115143,Driver,40_to_64
20115022,Pedestrian,75_or_older
20115129,Motorcycle rider,40_to_64
20115054,Passenger,0_to_16
20115094,Passenger,26_to_39
20115094,Driver,26_to_39
20115086,Motorcycle rider,26_to_39
20115007,Passenger,17_to_25
20115124,Passenger,75_or_older
20115076,Driver,75_or_older
20115016,Driver,75_or_older
20115006,Motorcycle rider,17_to_25
20115081,Driver,26_to_39
20115120,Passenger,26_to_39
20115115,Driver,40_to_64
20115008,Driver,40_to_64
20115075,Driver,65_to_74
20115024,Pedestrian,40_to_64
20115095,Pedestrian,0_to_16
20115165,Passenger,17_to_25
20115028,Passenger,0_to_16
20115010,Passenger,26_to_39
20115010,Passenger,26_to_39
20115035,Motorcycle rider,17_to_25
20115102,Driver,17_to_25
20115102,Passenger,17_to_25
20115061,Driver,26_to_39
20115071,Passenger,26_to_39
20115020,Motorcycle rider,40_to_64
20115126,Driver,40_to_64
20115043,Driver,40_to_64
20115003,Pedestrian,40_to_64
20115138,Pedestrian,40_to_64
20115140,Pedestrian,65_to_74
20115156,Passenger,40_to_64
20115105,Driver,75_or_older
20115159,Passenger,0_to_16
20115099,Driver,17_to_25
20115033,Driver,17_to_25
20115014,Driver,26_to_39
20115082,Pedestrian,40_to_64
20115114,Driver,65_to_74
20115067,Driver,17_to_25
20115013,Driver,26_to_39
20115103,Driver,40_to_64
20115057,Motorcycle rider,0_to_16
20115017,Driver,17_to_25
20115064,Motorcycle rider,26_to_39
20115148,Passenger,40_to_64
20115018,Driver,75_or_older
20115034,Driver,40_to_64
20115011,Driver,65_to_74
20115059,Driver,65_to_74
20115125,Pedestrian,75_or_older
20115063,Pedestrian,40_to_64
20115161,Pedestrian,26_to_39
20115079,Pedestrian,40_to_64
20115145,Pedestrian,17_to_25
20115055,Driver,40_to_64
20115080,Driver,17_to_25
20115128,Passenger,17_to_25
20115119,Driver,17_to_25
20115096,Driver,17_to_25
20115073,Passenger,26_to_39
20115012,Driver,75_or_older
20115084,Driver,17_to_25
20115084,Passenger,40_to_64
20115098,Driver,40_to_64
20115050,Driver,65_to_74
20115083,Pedestrian,0_to_16
20115074,Pedestrian,65_to_74
20115154,Driver,26_to_39
20115157,Passenger,17_to_25
20115122,Motorcycle rider,17_to_25
20115029,Motorcycle rider,17_to_25
20115149,Passenger,0_to_16
20115149,Passenger,26_to_39
20115042,Passenger,17_to_25
20115042,Driver,17_to_25
20115040,Driver,17_to_25
20115101,Driver,40_to_64
20115078,Motorcycle rider,40_to_64
20115072,Driver,26_to_39
20115047,Pedal cyclist,17_to_25
20115135,Driver,75_or_older
20115037,Motorcycle rider,26_to_39
20115136,Passenger,40_to_64
20115109,Pedestrian,75_or_older
20115107,Motorcycle rider,26_to_39
20115002,Driver,0_to_16
20115026,Driver,40_to_64
20115039,Driver,17_to_25
20115110,Motorcycle rider,26_to_39
20115045,Passenger,75_or_older
20115139,Driver,17_to_25
20115031,Driver,40_to_64
20115066,Pedal cyclist,40_to_64
20115166,Driver,65_to_74
20115088,Pedestrian,17_to_25
20115015,Pedestrian,40_to_64
20115146,Pedestrian,17_to_25
20115058,Driver,40_to_64
20115030,Driver,17_to_25
20115093,Motorcycle rider,17_to_25
20115163,Motorcycle rider,17_to_25
20115087,Driver,26_to_39
20115155,Driver,17_to_25
20115085,Driver,26_to_39
20115116,Passenger,0_to_16
20115100,Passenger,26_to_39
20115009,Motorcycle rider,40_to_64
20115111,Driver,65_to_74
20115044,Passenger,0_to_16
20115141,Passenger,26_to_39
20115152,Driver,40_to_64
20115141,Driver,40_to_64
20115089,Driver,65_to_74
20115106,Pedestrian,65_to_74
20115167,Pedestrian,26_to_39
20115127,Pedestrian,40_to_64
20115127,Pedestrian,40_to_64
20115164,Driver,40_to_64
20115069,Driver,17_to_25
20115053,Driver,26_to_39
20115036,Driver,75_or_older
20115144,Motorcycle rider,40_to_64
20115113,Passenger,17_to_25
20115147,Driver,26_to_39
20115065,Driver,26_to_39
20115056,Passenger,40_to_64
20115123,Pedal cyclist,40_to_64
20115004,Driver,17_to_25
20105165,Passenger,0_to_16
20105053,Motorcycle rider,17_to_25
20105165,Driver,17_to_25
20105050,Driver,17_to_25
20105150,Driver,17_to_25
20105059,Pedal cyclist,26_to_39
20105073,Passenger,40_to_64
20105094,Driver,40_to_64
20105090,Motorcycle rider,40_to_64
20105131,Driver,17_to_25
20105089,Passenger,17_to_25
20105089,Driver,17_to_25
20105119,Driver,26_to_39
20105036,Motorcycle rider,17_to_25
20105027,Driver,26_to_39
20105143,Passenger,26_to_39
20105143,Passenger,17_to_25
20105006,Passenger,0_to_16
20105006,Driver,26_to_39
20105152,Driver,26_to_39
20105167,Passenger,26_to_39
20105015,Driver,65_to_74
20105041,Driver,65_to_74
20105089,Driver,40_to_64
20105038,Driver,17_to_25
20105106,Driver,40_to_64
20105169,Driver,40_to_64
20105075,Passenger,17_to_25
20105075,Driver,17_to_25
20105101,Driver,17_to_25
20105140,Passenger,26_to_39
20105116,Motorcycle rider,26_to_39
20105130,Motorcycle rider,40_to_64
20105132,Motorcycle rider,40_to_64
20105140,Driver,26_to_39
20105138,Motorcycle rider,65_to_74
20105115,Driver,75_or_older
20105123,Driver,26_to_39
20105157,Driver,17_to_25
20105162,Driver,26_to_39
20105063,Driver,26_to_39
20105004,Driver,40_to_64
20105095,Driver,40_to_64
20105125,Driver,40_to_64
20105118,Pedal cyclist,40_to_64
20105155,Driver,40_to_64
20105003,Driver,65_to_74
20105173,Pedestrian,40_to_64
20105018,Passenger,0_to_16
20105083,Passenger,17_to_25
20105159,Motorcycle rider,40_to_64
20105110,Driver,75_or_older
20105057,Driver,17_to_25
20105111,Motorcycle rider,17_to_25
20105064,Motorcycle rider,26_to_39
20105016,Motorcycle rider,26_to_39
20105032,Driver,40_to_64
20105161,Driver,40_to_64
20105045,Driver,40_to_64
20105114,Motorcycle rider,40_to_64
20105128,Driver,26_to_39
20105014,Driver,17_to_25
20105144,Motorcycle rider,17_to_25
20105080,Driver,40_to_64
20105009,Driver,40_to_64
20105174,Passenger,0_to_16
20105135,Motorcycle rider,26_to_39
20105176,Driver,40_to_64
20105026,Motorcycle rider,40_to_64
20105085,Driver,65_to_74
20105174,Driver,17_to_25
20105011,Driver,75_or_older
20105017,Passenger,75_or_older
20105001,Motorcycle rider,26_to_39
20105087,Driver,40_to_64
20105028,Passenger,40_to_64
20105145,Driver,26_to_39
